global_idx,sentence,verb,theme,theme.pron,recipient,rec.pron,verb_lemma,verb_tag,verb_i,subject,recipient_tag,recipient_pos,recipient_i,theme_tag,theme_pos,theme_i,preposition,preposition_i,token_count,type,verb_type,alternant,babylm-default_ratio,babylm-balanced_ratio,loose-balanced_ratio,loose-default_ratio,removed_ratio,conti
25262,"These guidelines include showing community support and active participation in executing this program, conducting regular quick surveys of all families, organizing pre-school activities, providing health and nutrition education to families, especially pregnant women, motivating families to adopt family planning, educating parents about child growth and development, assisting in the implementation and execution of Kishori Shakti Yojana, educating teenage girls and parents by organizing social awareness programs, and identifying disabilities in children.",providing,health and nutrition education,n,"families , especially pregnant women",n,provide,VBG,26,,IN,ADP,32,NN,NOUN,27,to,31,81,dative,po_only,"These guidelines include showing community support and active participation in executing this program, conducting regular quick surveys of all families, organizing pre-school activities, providing families, especially pregnant women health and nutrition education, motivating families to adopt family planning, educating parents about child growth and development, assisting in the implementation and execution of Kishori Shakti Yojana, educating teenage girls and parents by organizing social awareness programs, and identifying disabilities in children.",-0.2404708862,-0.189915657,-0.1436829567,-0.1797552109,0.1345157623291015,1
23922,"Sanger sold the portion east of Sauquoit Creek, thought to be, to Joseph Higbee (or Higby), within a year, for $500 (one dollar/acre), a shrewd deal netting him the land where the majority of New Hartford's commercial development occurred for no cost.",sold,"the portion east of sauquoit creek , thought to be , a shrewd deal netting him the land where the majority of new hartford's commercial development occurred for no cost",n,joseph higbee ( or higby ),n,sell,VBD,1,sanger,IN,ADP,14,NN,NOUN,2,to,13,56,dative,alternating,"Sanger sold joseph higbee ( or higby ) the portion east of Sauquoit Creek, thought to be,, within a year, for $500 (one dollar/acre), a shrewd deal netting him the land where the majority of New Hartford's commercial development occurred for no cost.",-0.03210163116,-0.3536038399,-0.2739109993,-0.03184127808,0.0401101112365722,0
22501,"It was a thin, almost flat marble slab delicately carved with the scene of Jesus giving ""the Keys"" to Peter.",giving,the keys,n,peter,n,give,VBG,16,jesus,IN,ADP,22,NNS,NOUN,18,to,21,24,dative,alternating,"It was a thin, almost flat marble slab delicately carved with the scene of Jesus giving ""peter the Keys"".",-0.1934056282,-0.04200458527,-0.3576273918,-0.2238602638,0.407289981842041,0
1052,my mother's girl friend gave it to her.,gave,it,i,her,p,give,VBD,5,my mother's girl friend,IN,ADP,8,PRP,PRON,6,to,7,10,dative,alternating,my mother's girl friend gave her it.,-0.6599953175,-0.3051350117,-0.4315609932,-0.6998796463,0.1088032722473144,1
4723,"He gave his arm to his daughter, and took her down-stairs to the chariot which Mr. Lorry had hired in honour of the day.",gave,his arm,n,his daughter,n,give,VBD,1,he,IN,ADP,5,NN,NOUN,2,to,4,26,prep,alternating,"He gave his daughter his arm, and took her down-stairs to the chariot which Mr. Lorry had hired in honour of the day.",-0.1901214123,-0.2846062183,-0.09468817711,0.02873849869,0.0617392063140869,1
9737,Let me introduce you to The Screamer.,introduce,you,p,the screamer,n,introduce,VB,2,me,IN,ADP,5,PRP,PRON,3,to,4,8,prep,po_only,Let me introduce the screamer you.,-1.995158195,-1.554159164,-1.44088459,-1.760074854,1.0257983207702637,1
10799,You know leave it to the next crop of journalists.,leave,it,i,the next crop of journalists,n,leave,VBP,2,,IN,ADP,5,PRP,PRON,3,to,4,11,prep,alternating,You know leave the next crop of journalists it.,-1.572186947,-0.826792717,-0.5874276161,-1.395298004,1.1153168678283691,1
22621,This took her to Rio de Janeiro.,took,her,p,rio de janeiro,n,take,VBD,1,this,IN,ADP,4,PRP,PRON,2,to,3,8,prep,alternating,This took rio de janeiro her.,-3.173043013,-1.843394756,-1.629456043,-2.738368034,1.7339444160461426,1
7485,Surely you can sacrifice a contemptible vanity to your duty towards your mother.,sacrifice,a contemptible vanity,n,your duty towards your mother,n,sacrifice,VB,3,you,IN,ADP,8,NN,NOUN,4,to,7,14,prep,po_only,Surely you can sacrifice your duty towards your mother a contemptible vanity.,-0.1041808128,-0.4354629517,-0.3297195435,-0.5775136948,0.2843222618103027,1
1912,"I'm gonna say that to mum and dad tonight,",say,that,i,mum and dad,n,say,VB,4,,IN,ADP,7,DT,PRON,5,to,6,12,prep,po_only,"I'm gonna say mum and dad that tonight,",-0.7572140694,-0.3308091164,-0.5992341042,-0.3894510269,0.4394283294677734,1
12111,Which is why I waited until now to introduce you to Mike.,introduce,you,p,mike,n,introduce,VB,8,,IN,ADP,11,PRP,PRON,9,to,10,13,prep,po_only,Which is why I waited until now to introduce mike you.,-0.9591224194,-0.8434553146,-0.834761858,-0.9730317593,0.5621433258056641,1
21599,As such he would dispatch various artillery units to other commands.,dispatch,various artillery units,n,other commands,n,dispatch,VB,4,he,IN,ADP,9,NNS,NOUN,5,to,8,12,prep,po_only,As such he would dispatch other commands various artillery units.,-0.9660949707,-1.088049889,-0.985314846,-1.108141899,0.1818466186523437,1
5758,"These two kindred legends MacDowell has welded into a coherent and satisfying whole; and in a verse with which he prefixes the sonata, he gives this index to its poetic content:",gives,this index,n,its poetic content,n,give,VBZ,26,he,IN,ADP,30,NN,NOUN,27,to,29,34,prep,alternating,"These two kindred legends MacDowell has welded into a coherent and satisfying whole; and in a verse with which he prefixes the sonata, he gives its poetic content this index :",-0.2594423294,-0.3311390877,-0.2572212219,-0.4000935555,0.3663592338562011,1
6268,"They offered their pepper to the Hollanders at a ridiculously low price, but after the bags had been weighed they were found to be weighted with stones and sand and pieces of glass.",offered,their pepper,n,the hollanders,n,offer,VBD,1,they,IN,ADP,5,NN,NOUN,2,to,4,35,dative,alternating,"They offered the hollanders their pepper at a ridiculously low price, but after the bags had been weighed they were found to be weighted with stones and sand and pieces of glass.",-0.3235776424,0.00682926178,-0.09322547913,-0.1562790871,0.0783848762512207,1
21320,"But there is no record of Brannan sending the money to his church leaders in Utah, so it's possible that he kept it for himself.",kept,it,i,himself,p,keep,VBD,23,he,IN,ADP,26,PRP,PRON,24,for,25,28,dative,benefactive_alternating,"But there is no record of Brannan sending the money to his church leaders in Utah, so it's possible that he kept himself it.",-0.5222244263,-0.4324674606,-0.4430990219,-0.4484908581,0.1770069599151611,1
19422,I remember Mom zipping me into a snow suit to send me off to the doctor with Dad when I was around two.,send,me,p,the doctor,n,send,VB,10,,IN,ADP,14,PRP,PRON,11,to,13,24,prep,alternating,I remember Mom zipping me into a snow suit to send the doctor me off with Dad when I was around two.,-0.5763082504,-0.5131435394,-0.5721945763,-0.4997005463,0.5597777366638184,0
22789,It is presented as if Vishnu is telling the whole story to his consort Lakshmi.,telling,the whole story,n,his consort lakshmi,n,tell,VBG,7,vishnu,IN,ADP,12,NN,NOUN,8,to,11,16,dative,alternating,It is presented as if Vishnu is telling his consort lakshmi the whole story.,-0.4794783592,-0.6517810822,-0.5173740387,-0.4646630287,0.0897369384765625,1
24730,"After Pearson dismissed Ellis's conclusions, he then ""presented his own data to show that it was the female who was more variable than the male"" Ellis wrote a letter to Pearson thanking him for the criticisms which would allow him to present his arguments ""more clearly & precisely than before"", but did not yield his position regarding greater male variability (Ibid pp.",wrote,"a letter thanking him for the criticisms which would allow him to present his arguments "" more clearly & precisely than before "" , but did not yield his position regarding greater male variability",n,pearson,n,write,VBD,30,ellis,IN,ADP,34,NN,NOUN,31,to,33,71,prep,alternating,"After Pearson dismissed Ellis's conclusions, he then ""presented his own data to show that it was the female who was more variable than the male"" Ellis wrote pearson a letter thanking him for the criticisms which would allow him to present his arguments ""more clearly & precisely than before"", but did not yield his position regarding greater male variability (Ibid pp.",-0.1545381546,-0.272441864,-0.08968257904,-0.3490381241,0.2115254402160644,0
4788,"The officer wrote until he had finished, read over to himself what he had written, sanded it, and handed it to Defarge, with the words “In secret. ”",handed,it,i,defarge,n,hand,VBD,21,,IN,ADP,24,PRP,PRON,22,to,23,34,dative,alternating,"The officer wrote until he had finished, read over to himself what he had written, sanded it, and handed defarge it, with the words “In secret. ”",-0.4833333492,-0.3295388222,-0.3100979328,-0.4879822731,0.3744940757751465,1
64,bring it to me and i'll fix it.,bring,it,i,me,p,bring,VB,0,,IN,ADP,3,PRP,PRON,1,to,2,10,dative,alternating,bring me it and i'll fix it.,-0.8205490112,-0.5953946114,-0.4536058903,-0.5247144699,0.2860772609710693,1
7320,"The Natural Laws, as the Law of Continuity might well warn us, do not stop with the visible and then give place to a new set of Laws bearing a strong similitude to them.",give,place,n,a new set of laws bearing a strong similitude to them,n,give,VB,22,,IN,ADP,25,NN,NOUN,23,to,24,37,dative,alternating,"The Natural Laws, as the Law of Continuity might well warn us, do not stop with the visible and then give a new set of laws bearing a strong similitude to them place.",-0.4623069763,-0.3277907372,-0.3827805519,-0.3608212471,0.2384219169616699,1
16730,He's got Alfred here to give proof to the lie.,give,proof,n,the lie,n,give,VB,6,,IN,ADP,9,NN,NOUN,7,to,8,12,dative,alternating,He's got Alfred here to give the lie proof.,-0.2929172516,-0.6964306831,-0.4184627533,-0.7729272842,0.127812385559082,1
6174,"She never joined in the talk, holding herself aloof, as if her house were on a loftier plane than theirs, and as if the number of her years in it raised her to a higher caste.",raised,her,p,a higher caste,n,raise,VBD,33,the number of her years in it,IN,ADP,36,PRP,PRON,34,to,35,40,prep,po_only,"She never joined in the talk, holding herself aloof, as if her house were on a loftier plane than theirs, and as if the number of her years in it raised a higher caste her.",-0.3860092163,-0.1911625862,-0.2867202759,-0.4000134468,0.3092498779296875,1
5393,"""I will go and cook some supper for you. """,cook,some supper,n,you,p,cook,VB,5,,IN,ADP,9,NN,NOUN,6,for,8,12,dative,benefactive_alternating,"""I will go and cook you some supper. """,-0.4214119911,-0.2631275654,-0.360817194,-0.318103075,0.618260383605957,1
2111,"Secondly, if they accept those arguments, then before anything becomes public I then need to embark on a process of consultation with the residents themselves and with their relatives and with their staff, so that we can explain it carefully to them - what it'll involve, the time scale, what their options are going to be, how we'll go through this process and all the rest of it, all the ins and outs, and then I shall have to then go formally to a special meeting of the Social Services Committee, probably in April, to say that I've carried out this consultation, that this is my recommendation as to the home the Council should choose, and if they agree that then we move into implementation.",explain,it,i,them,p,explain,VB,40,we,IN,ADP,44,PRP,PRON,41,to,43,141,prep,po_only,"Secondly, if they accept those arguments, then before anything becomes public I then need to embark on a process of consultation with the residents themselves and with their relatives and with their staff, so that we can explain them it carefully - what it'll involve, the time scale, what their options are going to be, how we'll go through this process and all the rest of it, all the ins and outs, and then I shall have to then go formally to a special meeting of the Social Services Committee, probably in April, to say that I've carried out this consultation, that this is my recommendation as to the home the Council should choose, and if they agree that then we move into implementation.",-0.0670030117,-0.03279781342,-0.05163097382,-0.04152011871,0.044264793395996,0
11434,Bringing flowers to a married woman!,Bringing,flowers,n,a married woman,n,bring,VBG,0,,IN,ADP,3,NNS,NOUN,1,to,2,7,dative,alternating,Bringing a married woman flowers!,-1.391762257,-1.13247776,-1.096119404,-1.188101768,0.5419120788574219,1
25579,"There are many possible reasons why the pancakes are ""sleazy""; Zappa leaves them to the listener's interpretation.",leaves,them,p,the listener's interpretation,n,leave,VBZ,14,zappa,IN,ADP,17,PRP,PRON,15,to,16,22,prep,alternating,"There are many possible reasons why the pancakes are ""sleazy""; Zappa leaves the listener's interpretation them.",-0.3765497208,-0.4152193069,-0.3407516479,-0.518304348,0.5552816390991211,1
13416,"It is shameful of me to ask, but please allow me to live out the rest of my days in this house before I return it to you.",return,it,i,you,p,return,VBP,25,i,IN,ADP,28,PRP,PRON,26,to,27,30,prep,po_only,"It is shameful of me to ask, but please allow me to live out the rest of my days in this house before I return you it.",-0.3913390636,-0.1845965385,-0.2267575264,-0.398639679,0.3267333507537842,1
15263,That man would never raise a hand to a woman.,raise,a hand,n,a woman,n,raise,VB,4,that man,IN,ADP,8,NN,NOUN,5,to,7,11,prep,po_only,That man would never raise a woman a hand.,-1.038320541,-0.6491606236,-0.7299554348,-1.17967701,0.5869569778442383,1
24610,Flying Riehl and his staff to Russia demonstrates the importance the Soviets placed on the production of uranium in their atomic bomb project.,Flying,riehl and his staff,n,russia,n,fly,VBG,0,,IN,ADP,6,NNP,PROPN,1,to,5,24,prep,alternating,Flying russia Riehl and his staff demonstrates the importance the Soviets placed on the production of uranium in their atomic bomb project.,-0.1628689766,-0.1032357216,-0.2687325478,-0.3332395554,0.2450618743896484,1
16400,Intertel kidnapped you and flew you to Nassau?,flew,you,p,nassau,n,fly,VBD,4,,IN,ADP,7,PRP,PRON,5,to,6,9,prep,alternating,Intertel kidnapped you and flew nassau you?,-2.702379227,-1.506402969,-2.206148148,-2.465013027,2.048368453979492,1
